hs,desc
481149,paper paperboard cellulose wadding and webs of cellulose fibers coated impregnated covered surface colored surface decorated or printed in rolls or rectangular including square sheets of any size than goods of the kind described in heading 4803 4809 or 4810 gummed or adhesive paper and paperboard in strips or rolls of a width exceeding 15 cm or in rectangular including square sheets with one side exceeding 36 cm and the side exceeding 15 cm in the unfolded state in strips or rolls
481151,paper paperboard cellulose wadding and webs of cellulose fibers coated impregnated covered surface colored surface decorated or printed in rolls or rectangular including square sheets of any size than goods of the kind described in heading 4803 4809 or 4810 paper and paperboard coated impregnated or covered with plastics excluding adhesives bleached weighing more than 150 g m² in strips or rolls of a width exceeding 15 cm or in rectangular including square sheets with one side exceeding 36 cm and the side exceeding 15 cm in the unfolded state 0 3 mm or more in thickness base stock for milk cartons and beverage containers base stock for trays dishes plates cups and the like folding carton stock base stock for packaging
481159,paper paperboard cellulose wadding and webs of cellulose fibers coated impregnated covered surface colored surface decorated or printed in rolls or rectangular including square sheets of any size than goods of the kind described in heading 4803 4809 or 4810 paper and paperboard coated impregnated or covered with plastics excluding adhesives in strips or rolls of a width exceeding 15 cm or in rectangular including square sheets with one side exceeding 36 cm and the side exceeding 15 cm in the unfolded state printing paper folding carton stock
481160,paper paperboard cellulose wadding and webs of cellulose fibers coated impregnated covered surface colored surface decorated or printed in rolls or rectangular including square sheets of any size than goods of the kind described in heading 4803 4809 or 4810 paper and paperboard coated impregnated or covered with wax paraffin stearin oil or glycerol in strips or rolls of a width exceeding 15 cm or in rectangular including square sheets with one side exceeding 36 cm and the side exceeding 15 cm in the unfolded state
481190,paper paperboard cellulose wadding and webs of cellulose fibers coated impregnated covered surface colored surface decorated or printed in rolls or rectangular including square sheets of any size than goods of the kind described in heading 4803 4809 or 4810 paper paperboard cellulose wadding and webs of cellulose fibers in strips or rolls of a width exceeding 15 cm or in rectangular including square sheets with one side exceeding 36 cm and the side exceeding 15 cm in the unfolded state tissue papers having a basis weight not exceeding 29 g m² in sheets handmade paper direct thermal coated paper paper in sheets lined or ruled having a width of 152 4 to 360 mm inclusive and a length of 225 25 to 360 mm inclusive wholly or partly covered with flock gelatin metal or metal solutions impregnated with latex weighing not over 15 g m² weighing over 15 g m² but not over 30 g m² weighing over 30 g m² gift wrap than tissue tissue papers in sheets tissue papers having a basis weight not exceeding 29 g m² in sheets direct thermal coated paper
481200,filter blocks slabs and plates of paper pulp
481310,cigarette paper whether or not cut to size or in the form of booklets or tubes in the form of booklets or tubes
481320,cigarette paper whether or not cut to size or in the form of booklets or tubes in rolls of a width not exceeding 5 cm
481390,cigarette paper whether or not cut to size or in the form of booklets or tubes
481420,wallpaper and similar wallcoverings window transparencies of paper wallpaper and similar wallcoverings consisting of paper coated or covered on the face side with a grained embossed colored design printed or wise decorated layer of plastics
481490,wallpaper and similar wallcoverings window transparencies of paper
481620,carbon paper self copy paper and copying or transfer papers than those of heading 4809 duplicator stencils and offset plates of paper whether or not put up in boxes self copy paper
481690,carbon paper self copy paper and copying or transfer papers than those of heading 4809 duplicator stencils and offset plates of paper whether or not put up in boxes
481710,envelopes letter cards plain postcards and correspondence cards of paper or paperboard boxes pouches wallets and writing compendiums of paper or paperboard containing an assortment of paper stationery envelopes
481720,envelopes letter cards plain postcards and correspondence cards of paper or paperboard boxes pouches wallets and writing compendiums of paper or paperboard containing an assortment of paper stationery letter cards plain postcards and correspondence cards sheets of writing paper with border gummed or perforated with or without inserts prepared for use as combination sheets and envelopes
481730,envelopes letter cards plain postcards and correspondence cards of paper or paperboard boxes pouches wallets and writing compendiums of paper or paperboard containing an assortment of paper stationery boxes pouches wallets and writing compendiums of paper or paperboard containing an assortment of paper stationery
481810,toilet paper and similar paper cellulose wadding or webs of cellulose fibers of a kind used for household or sanitary purposes in rolls of a width not exceeding 36 cm or cut to size or shape handkerchiefs cleansing tissues towels tablecloths table napkins bed sheets and similar household sanitary or hospital articles articles of apparel and clothing accessories of paper pulp paper cellulose wadding or webs of cellulose fibers toilet paper
481820,toilet paper and similar paper cellulose wadding or webs of cellulose fibers of a kind used for household or sanitary purposes in rolls of a width not exceeding 36 cm or cut to size or shape handkerchiefs cleansing tissues towels tablecloths table napkins bed sheets and similar household sanitary or hospital articles articles of apparel and clothing accessories of paper pulp paper cellulose wadding or webs of cellulose fibers handkerchiefs cleansing or facial tissues and towels towels
481830,toilet paper and similar paper cellulose wadding or webs of cellulose fibers of a kind used for household or sanitary purposes in rolls of a width not exceeding 36 cm or cut to size or shape handkerchiefs cleansing tissues towels tablecloths table napkins bed sheets and similar household sanitary or hospital articles articles of apparel and clothing accessories of paper pulp paper cellulose wadding or webs of cellulose fibers tablecloths and table napkins
481850,toilet paper and similar paper cellulose wadding or webs of cellulose fibers of a kind used for household or sanitary purposes in rolls of a width not exceeding 36 cm or cut to size or shape handkerchiefs cleansing tissues towels tablecloths table napkins bed sheets and similar household sanitary or hospital articles articles of apparel and clothing accessories of paper pulp paper cellulose wadding or webs of cellulose fibers articles of apparel and clothing accessories
481890,toilet paper and similar paper cellulose wadding or webs of cellulose fibers of a kind used for household or sanitary purposes in rolls of a width not exceeding 36 cm or cut to size or shape handkerchiefs cleansing tissues towels tablecloths table napkins bed sheets and similar household sanitary or hospital articles articles of apparel and clothing accessories of paper pulp paper cellulose wadding or webs of cellulose fibers
481910,cartons boxes cases bags and packing containers of paper paperboard cellulose wadding or webs of cellulose fibers box files letter trays and similar articles of paper or paperboard of a kind used in offices shops or the like cartons boxes and cases of corrugated paper or paperboard sanitary food and beverage containers
481920,cartons boxes cases bags and packing containers of paper paperboard cellulose wadding or webs of cellulose fibers box files letter trays and similar articles of paper or paperboard of a kind used in offices shops or the like folding cartons boxes and cases of non corrugated paper or paperboard sanitary food and beverage containers
481930,cartons boxes cases bags and packing containers of paper paperboard cellulose wadding or webs of cellulose fibers box files letter trays and similar articles of paper or paperboard of a kind used in offices shops or the like sacks and bags having a base of a width of 40 cm or more shipping sacks and multiwall bags than grocers bags
481940,cartons boxes cases bags and packing containers of paper paperboard cellulose wadding or webs of cellulose fibers box files letter trays and similar articles of paper or paperboard of a kind used in offices shops or the like sacks and bags including cones shipping sacks and multiwall bags than grocers bags
481950,cartons boxes cases bags and packing containers of paper paperboard cellulose wadding or webs of cellulose fibers box files letter trays and similar articles of paper or paperboard of a kind used in offices shops or the like packing containers including record sleeves record sleeves sanitary food and beverage containers fiber drums cans tubes and similar containers rigid boxes and cartons
481960,cartons boxes cases bags and packing containers of paper paperboard cellulose wadding or webs of cellulose fibers box files letter trays and similar articles of paper or paperboard of a kind used in offices shops or the like box files letter trays storage boxes and similar articles of a kind used in offices shops or the like
482010,registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles exercise books blotting pads binders looseleaf or folders file covers manifold business forms interleaved carbon sets and articles of stationery of paper or paperboard albums for samples or for collections and book covers including cover boards and book jackets of paper or paperboard registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles diaries notebooks and address books bound memorandum pads letter pads and similar articles memorandum pads letter pads and similar articles sewn composition books with dimensions of 152 4 381 mm 6 15 inclusive small side x 222 5 381 mm 8 75 15 inclusive large side diaries and address books note books with dimensions of 152 4 381 mm 6 15 inclusive small side x 222 5 381 mm 8 75 15 inclusive large side
482020,registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles exercise books blotting pads binders looseleaf or folders file covers manifold business forms interleaved carbon sets and articles of stationery of paper or paperboard albums for samples or for collections and book covers including cover boards and book jackets of paper or paperboard exercise books
482030,registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles exercise books blotting pads binders looseleaf or folders file covers manifold business forms interleaved carbon sets and articles of stationery of paper or paperboard albums for samples or for collections and book covers including cover boards and book jackets of paper or paperboard binders than book covers folders and file covers looseleaf binders
482040,registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles exercise books blotting pads binders looseleaf or folders file covers manifold business forms interleaved carbon sets and articles of stationery of paper or paperboard albums for samples or for collections and book covers including cover boards and book jackets of paper or paperboard manifold business forms and interleaved carbon sets
482050,registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles exercise books blotting pads binders looseleaf or folders file covers manifold business forms interleaved carbon sets and articles of stationery of paper or paperboard albums for samples or for collections and book covers including cover boards and book jackets of paper or paperboard albums for samples or for collections
482090,registers account books notebooks order books receipt books letter pads memorandum pads diaries and similar articles exercise books blotting pads binders looseleaf or folders file covers manifold business forms interleaved carbon sets and articles of stationery of paper or paperboard albums for samples or for collections and book covers including cover boards and book jackets of paper or paperboard
482110,paper and paperboard labels of all kinds whether or not printed printed printed in whole or in part by a lithographic process
482190,paper and paperboard labels of all kinds whether or not printed self adhesive
482210,bobbins spools cops and similar supports of paper pulp paper or paperboard whether or not perforated or hardened of a kind used for winding textile yarn
482290,bobbins spools cops and similar supports of paper pulp paper or paperboard whether or not perforated or hardened
482320,paper paperboard cellulose wadding and webs of cellulose fibers cut to size or shape articles of paper pulp paper paperboard cellulose wadding or webs of cellulose fibers filter paper and paperboard paint filters and strainers
482340,paper paperboard cellulose wadding and webs of cellulose fibers cut to size or shape articles of paper pulp paper paperboard cellulose wadding or webs of cellulose fibers rolls sheets and dials printed for self recording apparatus
482361,paper paperboard cellulose wadding and webs of cellulose fibers cut to size or shape articles of paper pulp paper paperboard cellulose wadding or webs of cellulose fibers trays dishes plates cups and the like of paper or paperboard of bamboo cups and round nested food containers
482369,paper paperboard cellulose wadding and webs of cellulose fibers cut to size or shape articles of paper pulp paper paperboard cellulose wadding or webs of cellulose fibers trays dishes plates cups and the like of paper or paperboard cups and round nested food containers
482370,paper paperboard cellulose wadding and webs of cellulose fibers cut to size or shape articles of paper pulp paper paperboard cellulose wadding or webs of cellulose fibers molded or pressed articles of paper pulp plates bowls or cups
482390,paper paperboard cellulose wadding and webs of cellulose fibers cut to size or shape articles of paper pulp paper paperboard cellulose wadding or webs of cellulose fibers of paper pulp of papier mâché cards not punched for punchcard machines whether or not in strips frames or mounts for photographic slides hand fans of cellulose wadding of coated paper or paperboard gaskets washers and seals
490110,printed books brochures leaflets and similar printed matter whether or not in single sheets in single sheets whether or not folded reproduction proofs
490191,printed books brochures leaflets and similar printed matter whether or not in single sheets dictionaries and encyclopedias and serial installments thereof dictionaries including thesauruses encyclopedias
490199,printed books brochures leaflets and similar printed matter whether or not in single sheets textbooks directories bound newspapers journals and periodicals provided for in legal note 3 to this chapter bibles testaments prayer books and religious books art and pictorial books technical scientific and professional books hardbound books rack size paperbound books valued under 5 each valued 5 or more each containing not more than 4 pages each excluding covers containing 49 or more pages each excluding covers containing 5 or more pages each but not more than 48 pages each excluding covers
490210,newspapers journals and periodicals whether or not illustrated or containing advertising material appearing at least four times a week
490290,newspapers journals and periodicals whether or not illustrated or containing advertising material newspaper supplements printed by a gravure process business and professional journals and periodicals including single issues tied together for shipping purposes newspapers appearing less than four times per week including single issues tied together for shipping purposes
490300,children s picture drawing or coloring books
490400,music printed or in manuscript whether or not bound or illustrated sheet music whether or not stapled or folded but not wise bound
490510,maps and hydrographic or similar charts of all kinds including atlases wall maps topographical plans and globes printed globes
490591,maps and hydrographic or similar charts of all kinds including atlases wall maps topographical plans and globes printed in book form
490599,maps and hydrographic or similar charts of all kinds including atlases wall maps topographical plans and globes printed
490600,plans and drawings for architectural engineering industrial commercial topographical or similar purposes being originals drawn by hand handwritten texts photographic reproductions on sensitized paper and carbon copies of the foregoing
490700,unused postage revenue or similar stamps of current or new issue in the country in which they have or will have a recognized face value stamp impressed paper banknotes check forms stock share or bond certificates and similar documents of title
490810,transfers decalcomanias transfers decalcomanias vitrifiable
490890,transfers decalcomanias
490900,printed or illustrated postcards printed cards bearing personal greetings messages or announcements whether or not illustrated with or without envelopes or trimmings postcards
491000,calendars of any kind printed including calendar blocks printed on paper or paperboard in whole or in part by a lithographic process not over 0 51 mm in thickness over 0 51 mm in thickness
491110,printed matter including printed pictures and photographs trade advertising material commercial catalogs and the like printed catalogs price lists or trade notices relating to offers by a person whose principal place of business or bonafide residence is in a foreign country to sell or rent products of a foreign country or to furnish foreign or international transportation or commercial insurance services tourist and literature including posters containing geographic historical hotel institutional timetable travel or similar information principally with respect to places travel facilities or educational opportunities outside the customs territory of the united states printed catalogs relating principally to current offers for the sale of united states products
491191,printed matter including printed pictures and photographs pictures designs and photographs printed over 20 years at time of importation printed not over 20 years at time of importation suitable for use in the production of articles of heading 4901 lithographs on paper or paperboard over 0 51 mm in thickness not over 0 51 mm in thickness posters posters
491199,printed matter including printed pictures and photographs international customs forms carnets and parts thereof in english or french whether or not in additional languages printed on paper in whole or in part by a lithographic process
500100,silkworm cocoons suitable for reeling
500200,raw silk not thrown
500300,silk waste including cocoons unsuitable for reeling yarn waste and garnetted stock not carded or combed
500400,silk yarn than yarn spun from silk waste not put up for retail sale
500500,yarn spun from silk waste not put up for retail sale 800 containing 85 percent or more by weight of silk or silk waste
500600,silk yarn and yarn spun from silk waste put up for retail sale silkworm gut 800 containing 85 percent or more by weight of silk or silk waste
500710,woven fabrics of silk or of silk waste fabrics of noil silk containing 85 percent or more by weight of silk or silk waste not jacquard woven subject to wool restraints 410 subject to cotton restraints or to man made fiber restraints 810 of yarns of different colors 218 220 more than 127 cm in width
500720,woven fabrics of silk or of silk waste fabrics containing 85 percent or more by weight of silk or of silk waste than noil silk printed measuring less than 77 cm in width or less than 77 cm between selvages with more than 47 warp yarns per cm of a kind for use in the manufacture of neckties more than 127 cm in width not jacquard woven 220 more than 127 cm in width
500790,woven fabrics of silk or of silk waste fabrics containing 85 percent or more by weight of silk or silk waste not jacquard woven subject to wool restraints 410 subject to cotton restraints or to man made fiber restraints 810 of yarns of different colors 218 220 more than 127 cm in width
510111,wool not carded or combed greasy including fleece washed wool shorn wool unimproved wool wool not finer than 46s wool for special uses finer than 58s not finer than 58s wool finer than 44s wool finer than 40s but not finer than 44s unimproved wool wool not finer than 40s
510119,wool not carded or combed greasy including fleece washed wool unimproved wool wool not finer than 46s wool for special uses finer than 58s not finer than 58s unimproved wool wool not finer than 40s wool finer than 40s but not finer than 44s wool finer than 44s
510121,wool not carded or combed degreased not carbonized shorn wool not processed in any manner beyond the degreased condition unimproved wool wool not finer than 46s unimproved wool wool not finer than 46s wool for special uses finer than 58s not finer than 58s wool finer than 44s wool finer than 40s but not finer than 44s unimproved wool wool not finer than 40s
510129,wool not carded or combed degreased not carbonized not processed in any manner beyond the degreased condition unimproved wool wool not finer than 46s unimproved wool wool not finer than 46s wool for special uses finer than 58s not finer than 58s unimproved wool wool not finer than 40s wool finer than 40s but not finer than 44s wool finer than 44s
510130,wool not carded or combed carbonized not processed in any manner beyond the carbonized condition unimproved wool wool not finer than 46s wool finer than 44s but not finer than 46s unimproved wool wool not finer than 40s wool finer than 40s but not finer than 44s finer than 58s wool finer than 44s
510211,fine or coarse animal hair not carded or combed fine animal hair of kashmir cashmere goats not processed in any manner beyond the degreased or carbonized condition
510219,fine or coarse animal hair not carded or combed fine animal hair not processed in any manner beyond the degreased or carbonized condition hair of the camel fur prepared for hatters use hair of the angora goat
510220,fine or coarse animal hair not carded or combed coarse animal hair
510310,waste of wool or of fine or coarse animal hair including yarn waste but excluding garnetted stock noils of wool or of fine animal hair
510320,waste of wool or of fine or coarse animal hair including yarn waste but excluding garnetted stock waste of wool or of fine animal hair
510330,waste of wool or of fine or coarse animal hair including yarn waste but excluding garnetted stock waste of coarse animal hair
510400,garnetted stock of wool or of fine or coarse animal hair
510510,wool and fine or coarse animal hair carded or combed including combed wool in fragments carded wool 400
510521,wool and fine or coarse animal hair carded or combed including combed wool in fragments wool tops and combed wool combed wool in fragments 400
510529,wool and fine or coarse animal hair carded or combed including combed wool in fragments wool tops and combed wool 400
510531,wool and fine or coarse animal hair carded or combed including combed wool in fragments fine animal hair carded or combed of kashmir cashmere goats 400
510539,wool and fine or coarse animal hair carded or combed including combed wool in fragments fine animal hair carded or combed 400
510540,wool and fine or coarse animal hair carded or combed including combed wool in fragments coarse animal hair carded or combed 400
510610,yarn of carded wool not put up for retail sale containing 85 percent or more by weight of wool 400 of which the average fiber diameter is not less than 34 40 microns 400
510620,yarn of carded wool not put up for retail sale containing less than 85 percent by weight of wool 400 400
510710,yarn of combed wool not put up for retail sale containing 85 percent or more by weight of wool of wool fiber with an average fiber diameter of 18 5 microns or less 400 400
510720,yarn of combed wool not put up for retail sale containing less than 85 percent by weight of wool of wool fiber with an average fiber diameter of 18 5 microns or less 400 400
510810,yarn of fine animal hair carded or combed not put up for retail sale carded of angora rabbit hair 400 of mohair 400 400
510820,yarn of fine animal hair carded or combed not put up for retail sale combed of angora rabbit hair 400 of mohair 400 400
510910,yarn of wool or of fine animal hair put up for retail sale containing 85 percent or more by weight of wool or of fine animal hair yarn of wool colored dyed or printed and cut into uniform lengths of not over 8 cm 400 of angora rabbit hair 400 of wool fiber with an average fiber diameter of 18 5 microns or less 400 400
510990,yarn of wool or of fine animal hair put up for retail sale yarn of wool colored dyed or printed and cut into uniform lengths of not over 8 cm 400 of angora rabbit hair 400 of wool fiber with an average fiber diameter of 18 5 microns or less 400 400
511000,yarn of coarse animal hair or of horsehair including gimped horsehair yarn whether or not put up for retail sale
511111,woven fabrics of carded wool or of carded fine animal hair containing 85 percent or more by weight of wool or of fine animal hair of a weight not exceeding 300 g m2 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 hand woven with a loom width of less than 76 cm 410 410 wholly or in part of fine animal hair 410
511119,woven fabrics of carded wool or of carded fine animal hair containing 85 percent or more by weight of wool or of fine animal hair tapestry fabrics and upholstery fabrics 414 hand woven with a loom width of less than 76 cm 410 410 wholly or in part of fine animal hair weighing not more than 400 g m2 410 weighing more than 400 g m2 410
511120,woven fabrics of carded wool or of carded fine animal hair mixed mainly or solely with man made filaments tapestry fabrics and upholstery fabrics of a weight exceeding 300 g m2 414 410 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 weighing more than 400 g m2 410
511130,woven fabrics of carded wool or of carded fine animal hair mixed mainly or solely with man made staple fibers tapestry fabrics and upholstery fabrics of a weight exceeding 300 g m2 414 410 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 weighing more than 400 g m2 410
511190,woven fabrics of carded wool or of carded fine animal hair containing 30 percent or more by weight of silk or silk waste valued over 33 kg 410 tapestry fabrics and upholstery fabrics of a weight exceeding 300 g m2 414 410 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 weighing more than 400 g m2 410
511211,woven fabrics of combed wool or of combed fine animal hair containing 85 percent or more by weight of wool or of fine animal hair of a weight not exceeding 200g m2 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 of wool yarns with an average fiber diameter of 18 5 microns or less 410 wholly or in part of fine animal hair 410 containing fine animal hair 410
511219,woven fabrics of combed wool or of combed fine animal hair containing 85 percent or more by weight of wool or of fine animal hair tapestry fabrics and upholstery fabrics 414 of wool yarns with an average fiber diameter of 18 5 microns or less 410 containing fine animal hair wholly or in part of fine animal hair weighing more than 270 g m2 but not more than 340 g m2 410 weighing not more than 270 g m2 410 weighing more than 340 g m2 410
511220,woven fabrics of combed wool or of combed fine animal hair mixed mainly or solely with man made filaments tapestry fabrics and upholstery fabrics of a weight exceeding 300 g m2 414 410 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 weighing more than 340 g m2 410
511230,woven fabrics of combed wool or of combed fine animal hair mixed mainly or solely with man made staple fibers tapestry fabrics and upholstery fabrics of a weight exceeding 300 g m2 414 410 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 weighing more than 340 g m2 410
511290,woven fabrics of combed wool or of combed fine animal hair containing 30 percent or more by weight of silk or silk waste valued over 33 kg 410 tapestry fabrics and upholstery fabrics of a weight exceeding 300 g m2 414 tapestry fabrics and upholstery fabrics of a weight not exceeding 140 g m2 414 410 mixed mainly or solely with cotton 410 weighing more than 340 g m2 410
511300,woven fabrics of coarse animal hair or of horsehair
520100,cotton not carded or combed having a staple length of 34 925 mm 1 3 8 inches or more having a staple length under 28 575 mm 1 1 8 inches having a staple length of 28 575 mm 1 1 8 inches or more but under 34 925 mm 1 3 8 inches harsh or rough having a staple length under 19 05 mm 3 4 inch harsh or rough having a staple length of 29 36875 mm 1 5 32 inches or more and white in color except cotton of perished staple grabbots and cotton pickings
520210,cotton waste including yarn waste and garnetted stock yarn waste including thread waste
520291,cotton waste including yarn waste and garnetted stock garnetted stock
520299,cotton waste including yarn waste and garnetted stock card strips made from cotton having a staple length under 30 1625 mm 1 3 16 inches and lap waste sliver waste and roving waste
520300,cotton carded or combed fibers of cotton processed but not spun
520411,cotton sewing thread whether or not put up for retail sale not put up for retail sale containing 85 percent or more by weight of cotton 200
520419,cotton sewing thread whether or not put up for retail sale not put up for retail sale 200
520420,cotton sewing thread whether or not put up for retail sale put up for retail sale 200 200
520511,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of uncombed fibers not exceeding 14 nm 300 unbleached not mercerized 300
520512,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 14 nm but not exceeding 43 nm 300 unbleached not mercerized 300
520513,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 43 nm but not exceeding 52 nm 300 unbleached not mercerized 300
520514,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 52 nm but not exceeding 80 nm 300 unbleached not mercerized 300
520515,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 80 nm 300 unbleached not mercerized 300
520521,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers not exceeding 14 nm 301 ring spun 301
520522,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 14 nm but not exceeding 43 nm 301 ring spun 301
520523,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 43 nm but not exceeding 52 nm 301 ring spun 301
520524,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 52 nm but not exceeding 80 nm 301 ring spun 301
520526,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers measuring less than 125 decitex but not less than 106 38 decitex exceeding 80 metric number but not exceeding 94 metric number 301 ring spun 301
520527,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers measuring less than 106 38 decitex but not less than 83 33 decitex exceeding 94 metric number but not exceeding 120 metric number 301 ring spun 301
520528,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale single yarn of combed fibers measuring less than 83 33 decitex exceeding 120 metric number 301 ring spun 301
520531,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers not exceeding 14 nm per single yarn 300 301
520532,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 14 nm but not exceeding 43 nm per single yarn 300 301
520533,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 43 nm but not exceeding 52 nm per single yarn 300 301
520534,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 52 nm but not exceeding 80 nm per single yarn 300 301
520535,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 80 nm per single yarn 300 301
520541,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers not exceeding 14 nm per single yarn 301 ring spun 301
520542,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 14 nm but not exceeding 43 nm per single yarn 301 ring spun 301 compact exceeding 41 nm 301
520543,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 43 nm but not exceeding 52 nm per single yarn 301 ring spun 301 compact 301
520544,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 52 nm but not exceeding 80 nm per single yarn 301 ring spun 301 compact 301
520546,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers con measuring per single yarn less than 125 decitex but not less than 106 38 decitex exceeding 80 metric number but not exceeding 94 metric number 301 ring spun 301 compact 301
520547,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers con measuring per single yarn less than 106 38 decitex but not less than 83 33 decitex exceeding 94 metric number but not exceeding 120 metric number 301 ring spun 301 compact not exceeding 102 nm 301
520548,cotton yarn than sewing thread containing 85 percent or more by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers con measuring per single yarn less than 83 33 decitex exceeding 120 metric number 301 ring spun 301 301
520611,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of uncombed fibers not exceeding 14 nm 300
520612,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 14 nm but not exceeding 43 nm 300
520613,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 43 nm but not exceeding 52 nm 300
520614,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 52 nm but not exceeding 80 nm 300
520615,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of uncombed fibers exceeding 80 nm 300
520621,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of combed fibers not exceeding 14 nm 301
520622,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 14 nm but not exceeding 43 nm 301
520623,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 43 nm but not exceeding 52 nm 301
520624,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 52 nm but not exceeding 80 nm 301
520625,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale single yarn of combed fibers exceeding 80 nm 301
520631,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers not exceeding 14 nm per single yarn 300
520632,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 14 nm but not exceeding 43 nm per single yarn 300
520633,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 43 nm but not exceeding 52 nm per single yarn 300
520634,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 52 nm but not exceeding 80 nm per single yarn 300
520635,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of uncombed fibers exceeding 80 nm per single yarn 300
520641,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers not exceeding 14 nm per single yarn 301
520642,cotton yarn than sewing thread containing less than 85 percent by weight of cotton not put up for retail sale multiple folded or cabled yarn of combed fibers exceeding 14 nm but not exceeding 43 nm per single yarn 301
