text,label,Index
bicycles oth cycles (inc del tricycle) no m 26 bicycle dept xxxx po xxxx319 s c xxxx18 fax (852) xxxx 226,871200,780
"xxxxxxxx10 - jupiter foldable electric bike, xxxxxxxx - power charger for jupiter foldableelectric bike, xxxxxxxx - wheel - battery forjupiter foldable electric bike, xxxxxxxx - wheel - motor for jupiter foldable electric bike, xxxxxxxx - metalwork for jupiter foldable electric bike, xxxxxxxx - plasticwork for jupiter foldable electric xxxxxxxx - wheel bearing, xxxxxxxx - necessary screws, xxxxxxxx",871200,781
bicycles hs code xxxxxxxx,871200,782
bicycles oth cycles (inc del tricycle) no m 935 kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m 935 kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m 935 kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedule,871200,783
"bicycles and bicycles parts bicycles & bicycles parts guxxxx7gck-w i certify that this shipment of commodity contains no solid wood packing materical declare to clear customs at discharge port @fax 86-512-xxxxxxxx @@attn carlos maldonado, account executive - ext.xxxx email carlosm@carmnet.com hs xxxx00",871200,784
tricycles scooters pedal cars and similar w majik catch set dept xxxx po xxxx430 s c xxxx19 group a tel xxxxxxxxxxxx fa,871200,785
bicycles hs code xxxx .bicycles hs code xxxx .bicycles hs code xxxx .,871200,786
bicycles:12 kid s balance bikebicycles:12 kid s balance bikebicycles:12 kid s balance bikebicycles:12 kid s balance bikebicycles:12 kid s balance bikebicycles:12 kid s balance bikebicycles:12 kid s balance bike,871200,787
cycling tricycle popous-xxxxxxxx hs code871 .,871200,788
"fairing, assy, rear, h p p-t-du, blue rev. r09 part no. 400-xxxx6-c2 po no. xxxx582 line63 q ty 960 pcs n-weight xxxx kg g-weight xxxx kg dkvsxxxx03-1-2",871200,789
bicycles bicycles (total 905 sets bicycles) p.o. no soxxxxxxxx02 hs code xxxx00 no. & date of invoice abl19-089 date 04-sep-xxxx sales contract no. & date khs/usa/abl19-089 date 01-aug-xxxx exp no xxxx25/xxxx date 05-sep-xxxx s/bill no. c xxxx26 date 07-sep-xxxxbicycles,871200,790
slac 4 pce machiner aqi-xxxx water treadmill for horses with accessories,871200,791
tricycles scooters pedal cars and similar w plush toys as po xxxx-0xxxx20-xxxx8,871200,792
226 ctns bicycles frame set bicycle parts hs code:xxxx xxxx xxxx . 14 ctns electric bike hs code:xxxx . freight collect,871200,793
electric bike & bicycles,871200,794
bicycles oth cycles (inc del tricycle) no m bicycle,871200,795
fitness equipment treadmill,871200,796
tricycles scooters pedal cars and similar w customer p.o. no.xxxx967order confirmation no.jxxxxitem no.frm34barbie ken fashion assortment(ethnic) (6 01 xxxx)hs code no.,871200,797
bicycles oth cycles (inc del tricycle) no m 905 kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m 905 kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedulebicycles oth cycles (inc del tricycle) no m 905 kent brand bicycles conforming to kent purchase order specifications per the following kent shipping schedule,871200,798
bicycles oth cycles (inc del tricycle) no m bicycle po xxxx5bicycles oth cycles (inc del tricycle) no m bicycle po xxxx5,871200,799
mini bike and accessories,871200,800
"xxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,182.72kgs 121,657.06lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,182.72kgs 121,657.06lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,182.72kgs 121,657.06lbs attached riders",871200,801
"xxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,341.60kgs 122,007.33lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,341.60kgs 122,007.33lbs attached ridersxxxx boxes bananas origin: guatemala 3 w 40rc containers net weight: 55,341.60kgs 122,007.33lbs attached riders",871200,802
tricycles scooters pedal cars and similar w toys 50 ctns of jk-sqcam 2 ctns of qi-kcpuf 56 ctns of qv-multi 43 ctns of av-aqutu,871200,803
eva bike case,871200,804
"shipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collectshipper s load, count & seal (xxxxctns) cy / dr copy non-negotiable b/l release procedures bicycles hs code:xxxx00 +e-mail:dancey@battle-fsd.com +++fax: 704-571-xxxx email:damco_chb_dorel@damco.com also notify party pacific cycle inc. xxxx hammersley rd.madison, wi xxxx1 phone:608-268-xxxx fax: 608-268-xxxx contact : jason vale e-mail: jvale@pacific-cycle.com freight collect",871200,805
electric bikes/ bicycleselectric bikes/ bicycleselectric bikes/ bicycleselectric bikes/ bicycles,871200,806
bicycles (hs code: xxxx00) p/o no. xxxx078/ xxxx82/ xxxx116 this shipment contains no solid wood packing materialsbicycles (hs code: xxxx00) p/o no. xxxx078/ xxxx82/ xxxx116 this shipment contains no solid wood packing materialsbicycles (hs code: xxxx00) p/o no. xxxx078/ xxxx82/ xxxx116 this shipment contains no solid wood packing materials,871200,807
lv5 exp 19 w big wheel le r6 tall cart w 3pp lf8 w big wheel vivid iq generic cart vsn prelv5 exp 19 w big wheel le r6 tall cart w 3pp lf8 w big wheel vivid iq generic cart vsn pre,871200,808
bicycle un no.xxxx imo class 9 bicycle h.s code xxxx,871200,809
"bicycles and accessories hs xxxx00, xxxx20, xxxx10 cargo loaded in gdynia onto mito strait 906 es on the 15.02.xxxx to be transhipped inhamburg onto cap san tainaro 908s or substitute freight prepaid",871200,810
502 cartons (five hundred two only) complete bicycles in skd bicycle spares as hcl/e-(nd)-usa01/xxxx-20 dtd. 14-08-xxxx po.no. poxxxxxxxx58 xxxx dtd. 25-07-xxxx 11-10-19 respectively invoice no. : usa/xxxx-20/xxxx dt.16-10-19 s.bill no:- xxxx520 dt. 18.10.xxxx hs code:- xxxxxxxx iec no. : xxxxxxxx22 freight collect,871200,811
"bicyclesbicycles bicycles,12 b paw patrol chase megaphone litho hs xxxxxxxx10 @@@fax 704-571-xxxx @@@email keonia.reed@maersk.com @@@@e-mail jvale@pacific-cycle.com the same the same the same the samebicycles",871200,812
bicycle and parts hs codexxxx,871200,813
xxxxa progear manual treadmill,871200,814
"bicycle p i no : xxxxxxxx date : 11 01 xxxx purchase order : 20p1 (cfxxxx42) 12 alloy 12 ramones pb 12 orange xxxx xxxxxxxx 12 alloy 12 ramones pb 12 red xxxx xxxxxxxx 14 alloy 14 ramones pb 14 orange xxxx xxxxxxxx 14 alloy 14 ramones pb 14 red xxxx xxxxxxxx 14 alloy 14 ramones 14 orange xxxx xxxxxxxx 14 alloy 14 ramones 14 red xxxx xxxxxxxx 16 alloy 16 ramones 16 orange xxxx xxxxxxxx 16 alloy 16 ramones 16 red xxxx xxxxxxxx 20 alloy 20 ramones 20 orange xxxx xxxxxxxx 20 alloy 20 ramones 20 red xxxx xxxxxxxx 24 alloy 24 ramones 24 orange xxxx xxxxxxxx 24 alloy 24 ramones 24 red xxxx xxxxxxxx net weight 3,020.00 kgs . hs code : xxxx xxxx",871200,815
parts and accessories of vehicles of headings 8711 to 8713 of motorcycles including mopeds wheels saddles and seats,871410,816
871410,871410,817
saddles and seats of motorcycles (including mopeds),871410,818
wheels of motorcycles (including mopeds),871410,819
"parts, nesoi, of motorcycles (including mopeds)",871410,820
motorcycle parts/ accesee: other (jugs) scac : psla ams no: psla lxxxxxxxxbal hts code:xxxx,871410,821
motorycle safety parts hts xxxx10,871410,822
freight prepaid motocicle parts hs code:xxxx10,871410,823
"8 wooden boxes of forging part of axle support rh item no : fg-xxxx8-xxxx(hts : xxxx.xxxx) 2,000 pcs forging part of axle support lh item no : fg-xxxx8-xxxx(hts : xxxx.xxxx) 2,000 pcs forging part of end shaft item no : es-xxxx8-3(hts : xxxx.xxxx) 2,016 pcs forging part of pivot item no : fg-xxxx8-6(hts : xxxx.xxxx) 1,190 pcs invoice no:wmxxxx14-01 h.s. code: xxxx10",871410,824
motorcycles parts and accessories hs:xxxx10 xxxx20 xxxx30 xxxx50,871410,825
"vehicle spare parts (piston kit,brake lever,full gasket set) hs code:xxxx",871410,826
motor parts hs code:xxxx ams#pslapxxxx30 80hst,871410,827
fender hs code xxxxxxxx90 carbon fender hs code xxxxxxxx90 axle block hs code xxxxxxxx90,871410,828
"handle bar switches total 04 packages only total four packages only handle bar switches handle bar switches lh hs.code xxxxxxxx inv.no.xxxxxxxx68 dtd.30.03.xxxx. xxxxxxxx67 dtd.30.03.xxxx. po.no.pxxxx08. sb.no.xxxx689,xxxx676 dtd.17.4.xxxx. net wt.442.80 kgs",871410,829
motorcycle spare parts hs code: xxxx,871410,830
hs code xxxxxxxx00 motorcycle sprocket,871410,831
16 cases of pivot-section 6.0 case flange gear case 2.0 case flange gear case 7.0 case swing arm - case swing arm 1.0 case invoice no: kspxxxx-05 h.s. code: xxxx10,871410,832
plastic articles for motorcycles hts code xxxx10 xxxx20 xxxx91 xxxx99,871410,833
"motorcycle spare parts (clutch disc for motorcycle, brake shoe,brake pad) h.s. code: xxxx 163ctns (5plts) scac code:psla ams no.:p slapxxxxxxxxlax",871410,834
motorcycles parts hts codes xxxxxxxxxxxx509 xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,871410,835
"fork pipe ncm: xxxx control xxxx10-01(hkvs1 - 3 pkgs) control xxxx69-01(hkvs1 - 7 pkgs) control xxxx70-01(hgce1 - 18 pkgs)fork pipes control xxxx10-01(hkvs1 - 23 pkgs) control xxxx08-01(hkre1 - 5 pkgs) ncm: xxxxfork pipe control xxxx69-01(hkvs1 - 28 pkgs) ncm: xxxx hs code: xxxx10 package made of wooden materials: yes wood package was treated, fumigated or certificated: yes phytosanitary treatment: ht conventional thermalfork pipes control xxxx10-01(hkvs1 - 4 pkgs) control xxxx32-01(hkvs1 - 1 pkg) control xxxx69-01(hkvs1 - 23 pkgs) ncm: xxxx",871410,836
"parts and acc.of motorcycles hs code:xxxx parts of piston engines for vehicle(87) hs code:xxxx gaskets,washers and seals of rubber hs code:xxxx parts of ball or roller bearing hs code:xxxx ignition wiring sets and wiring sets of a kinused in vehicles hsc ode:xxxx switches hs code:xxxx fuel,lubricating or cooling medium pumps for internal combustion piston engines hs code:xxxx",871410,837
motorcycle parts/ accesee: other (piston kit)scac: psla ams no: psla lxxxxxxxxbal hts code:xxxx,871410,838
"fork pipes ncm: xxxx hs code: xxxx10 package made of wooden materials: yes wood package was treated, fumigated or certificated: yes phytosanitary treatment: ht conventional thermal control xxxx12-01 control xxxx57-01fork pipes ncm: xxxx control xxxx11-01 control xxxx30-01 control xxxx12-01 control 8yxxxx-01 control 8yxxxx-01fork pipes ncm: xxxx control xxxx45-01 control xxxx12-01 control xxxx57-01 control xxxx31-01 control 8oxxxx-01 control 8yxxxx-01",871410,839
complete exhaust system stowed on 4 pallets complete exhaust system po pxxxx89-02 hs-code xxxx10,871410,840
16 cases of pivot-section 5.0 case flange gear case 1.0 case flange gear case 3.0 case swing arm 4.0 case swing arm 3.0 case invoice no: kspxxxx-02 h.s. code: xxxx10,871410,841
parts for motorcycles hs code xxxxxxxx,871410,842
482 wheels ahecc code: xxxxxxxx,871410,843
motorcycle parts hs code xxxxxxxx,871410,844
"panel sub comp cam, rr brk caliper assy; pad assy hs code: xxxx10",871410,845
motorcycle spare parts h s code xxxx 10 29ctns are packed in 2plts . . . .,871410,846
motorcycle parts tailight ece dot approved ta5 12v 21/5w hs code xxxx,871410,847
16 cases of pivot-section 5.0 case flange gear case 2.0 case flange gear case 4.0 case swing arm 5.0 case swing arm - case invoice no: kspxxxx-04 h.s. code: xxxx10,871410,848
16 cases of pivot-section 6.0 case flange gear case 1.0 case flange gear case 3.0 case swing arm 4.0 case swing arm 2.0 case invoice no: kspxxxx-02 h.s. code: xxxx10,871410,849
910 wheels ahecc code: xxxxxxxx,871410,850
of motorcycles (including mopeds) kawasaki spare parts invoice no.xxxx951 xxxx952 xxxx953 hs code xxxx 95 packages (25 pallets,871410,851
bicycle parts hs code : xxxx ams#pslap19 xxxx89lax,871410,852
16 cases of pivot-section 6.0 case flange gear case 1.0 case flange gear case 3.0 case swing arm 5.0 case swing arm 1.0 case invoice no: kspxxxx-02 h.s. code: xxxx10,871410,853
handlebars and motorcycle parts vent caps and bar clamp and sag scale hs code xxxxxxxx,871410,854
"motorcycle and partsmotorcycle and partsmotorcycle and partsmotorcycle and partsmotorcycle and partsmotorcycle and partsmotorcycle and parts part of motorcycle & snowmobile mnt-engine,cast spacer-runningboard rear rh mount-lp,center,ii,txblk hs code xxxxxxxx, xxxxxxxx invoice # n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx po pxxxx21 rel 10 pxxxx19 rel 4 pxxxx30 rel 13 pxxxx88 rel 10 pxxxx88 rel 10 pxxxx20 rel 5 pxxxx29 rel 8 pxxxx30 rel 8 pxxxx82 rel 11 pxxxx84 rel 11 pxxxx66 rel 11 pxxxx92 rel 9 pxxxx32 rel 8 pxxxx43 rel 9 pxxxx03 rel 11 pxxxx94 rel 15 pxxxx04 rel 18 pxxxx02 rel 11 pxxxx83 rel 7 pxxxx40 rel 5 pxxxx05 rel 11 pxxxx05 rel 12 pxxxx43 rel 3 pxxxx46 rel 13 pxxxx45 rel 11 pxxxx05 rel 13 pxxxx81 rel 5 pxxxx36 rel 5 pxxxx42 rel 10 pxxxx57 rel 10 pxxxx00 rel 4 pxxxx64 rel 2 pxxxx65 rel 3 pxxxx65 rel 3 pxxxx72 rel 7 pxxxx74 rel 17 pxxxx74 rel 18 pxxxx20 rel 2 pxxxx94 rel 8 pxxxx67 rel 14 pxxxx04 rel 19 pxxxx81 rel 9 pxxxx89 rel 22 pxxxx71 rel 18 pxxxx78 rel 8 pxxxx97 rel 16 pxxxx70 rel 12 pxxxx85 rel 10 pxxxx86 rel 10 pxxxx71 rel 18 pxxxx84 rel 4 pxxxx27 rel 2 pxxxx34 rel 10 pxxxx70 rel 7 pxxxx70 rel 7 pxxxx94 rel 9 pxxxx70 rel 10 pxxxx80 rel 12 pxxxx38 rel 10 pxxxx32 rel 16 pxxxx66 rel 11 pxxxx34 rel 1 pxxxx49 rel 10 pxxxx52 rel 5 pxxxx36 rel 10 pxxxx36 rel 10 pxxxx51 rel 8 pxxxx51 rel 8 pxxxx40 rel 5 pxxxx81 rel 14 pxxxx96 rel 13 pxxxx37 rel 9 pxxxx77 rel 8 pxxxx00 rel 13 pxxxx68 rel 11 pxxxx31 rel 7 pxxxx60 rel 12 pxxxx73 rel 7 pxxxx90 rel 20 pxxxx43 rel 7 pxxxx53 rel 13 pxxxx77 rel 12 pxxxx79 rel 3 pxxxx14 rel 4 pxxxx74 rel 19 pxxxx74 rel 20 pxxxx74 rel 20 pxxxx97 rel 14 pxxxx35 rel 3 pxxxx54 rel 12 pxxxx02 rel 1 pxxxx51 rel 4 pxxxx41 rel 9 pxxxx41 rel 9 pxxxx52 rel 7 pxxxx45 rel 11 pxxxx45 rel 11 pxxxx47 rel 9 pxxxx47 rel 9 pxxxx67 rel 11 pxxxx38 rel 9 pxxxx49 rel 14 pxxxx62 rel 10 pxxxx76 rel 5 pxxxx03 pxxxx33 rel 3 pxxxx15 rel 11 pxxxx46 rel 7 pxxxx71 rel 8 pxxxx71 rel 8 pnxxxx5 rel 2 pxxxx09 rel 1 pxxxx16 rel 1 pxxxx20 rel 1 pxxxx93 rel 19 pxxxx98 rel 12 pxxxx03 rel 12 pxxxx05 rel 14 pxxxx65 rel 4 pxxxx24 rel 1 pxxxx24 rel 2 pxxxx24 rel 3 pxxxx25 rel 1 pxxxx25 rel 2 pxxxx25 rel 3 pxxxx27 rel 1 pxxxx27 rel 2 pxxxx27 rel 3 pxxxx94 rel 10 pxxxx19 rel 5 pxxxx78 rel 1",871410,855
"asm-handlebar,p/t high rise motorcycle handlebars invoice no. aisxxxx145 . asm-handlebar,p/t high rise @@hs code xxxx",871410,856
motorcycle parts hs code:xxxxxxxx90 . this shipment contains no solid wood packing materials,871410,857
94 boxes into (10 packages) s.t.c. hose brakes hs code xxxx freight collect,871410,858
motorcycle shell hs code xxxx10,871410,859
motorcycle parts motorcycle parts (front fork assy l/r) hs code xxxx 2plt = 2paper pallet(2ctn) @ attn. mr. andrea jain tel +1-651-408-xxxx,871410,860
34 steel cases thirty four st eel cases only parts of honda scooters units: xxxx hs cod e: xxxx.90 inv.no. 456-4 882-01 dt. 18.10.xxxx 456-488 2-02 dt. 19.10.xxxx sb.no. xxxx819 dt. 18.10.xxxx xxxx44 9 dt. 19.10.xxxx iec no. xxxx xxxx05 net.wt. xxxx0 kgs dthc prepaid freight prepaid 21 days free time at destinat ion free empty drop off at c ali34 steel cases thirty four st eel cases only parts of honda scooters units: xxxx hs cod e: xxxx.90 inv.no. 456-4 882-01 dt. 18.10.xxxx 456-488 2-02 dt. 19.10.xxxx sb.no. xxxx819 dt. 18.10.xxxx xxxx44 9 dt. 19.10.xxxx iec no. xxxx xxxx05 net.wt. xxxx0 kgs dthc prepaid freight prepaid 21 days free time at destinat ion free empty drop off at c ali,871410,861
"motorcycle spare parts (clutch disc for motorcycle,brake shoe,brake pad) h.s. code: xxxx 154ctns (5plts) scac code:psla ams no.:ps lapxxxxxxxxlax",871410,862
1x40 container total 23 pall ets (twenty three pallets only ) containing: honda spare pa rts & accessories ( 2 wheeler only) inv no: xxxxxxxx301 dt. 11.09.xxxx s.b.no: xxxx144 dt .11.09.xxxx iec no. xxxxxxxx3 8 hs code:xxxxxxxx net wt.: xxxx0kgs cy-sd,871410,863
xxxx wheels ahecc code: xxxxxxxx,871410,864
complete exhaust system 9 pallets stowed on 9 pallets complete exhaust system poxxxx36 hs-code. xxxx10 ref. hxxxx-xxxx14-200 shipped on board - express bill of lading - freight collect,871410,865
"species headligh, rubber straps 11 cartons hs code xxxxxxxx",871410,866
motorcycle handlebars motorcycle handlebars invoice no. aisxxxx292 hs code xxxx the same the same the same,871410,867
of motorcycles (including mopeds) kawasaki spare parts invoice no.xxxx242 xxxx243 xxxx244 ms-kmcxxxxpsb hs code xxxx 91 packages,871410,868
"motorcycle parts motorcycle parts 4plts=(119ctns) @@hs code xxxx @@@madison, al xxxx6 us the same the same the same the same",871410,869
parts for cars (=201 ctns stuffed on 7 plts) invoice no. arxxxxxxxx hs code xxxx10;xxxx92; xxxx90;xxxx15;xxxx29 hbl banqbrexxxx884 .,871410,870
"8 wooden boxes of forging part of axle support rh item no : fg-xxxx8-xxxx(hts : xxxx.xxxx) 2,000 pcs forging part of axle support lh item no : fg-xxxx8-xxxx(hts : xxxx.xxxx) 2,000 pcs forging part of end shaft item no : es-xxxx8-3(hts : xxxx.xxxx) 2,016 pcs forging part of pivot item no : fg-xxxx8-6(hts : xxxx.xxxx) 1,190 pcs invoice no:wmxxxx29-01 h.s. code: xxxx10",871410,871
motorcycle parts/ accesee: other (piston kit)scac: psla ams no: psla lxxxxxxxxbal hts code:xxxx,871410,872
xxxx wheels ahecc code: xxxxxxxx,871410,873
"fork pipes ncm: xxxx control xxxx21-01 control xxxx22-01fork pipes ncm: xxxx control xxxx08-01 control xxxx14-01 control xxxx75-01 control xxxx07-01 control xxxx21-01fork pipe ncm: xxxx hs code: xxxx10 control xxxx31-01 control xxxx21-01 control xxxx22-01 package made of woodenmaterials : yeswood package wastreated,fumigated or certificated : yesphytosanitary treatment :ht conventional thermal treatmentfork pipe ncm: xxxx control 8yxxxx-01 control xxxx31-01 control xxxx08-01 control xxxx21-01 control xxxx22-01fork pipes ncm: xxxx control xxxx12-01 control xxxx22-01 control xxxx22-01 control 8oxxxx-01 control xxxx31-01",871410,874
motorcycle parts hs code xxxx10 bl pgo buddy rh50 idle jet buddy 125cc stainless pipe tfc clutch gy6,871410,875
"part of motorcycle & snowmobilepart of motorcycle & snowmobile part of motorcycle & snowmobile mnt-engine,cast spacer-runningboard rear rh mount-lp,center,ii,txblk hs code xxxxxxxx, xxxxxxxx invoice # n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx, n-xxxxxxxx po# pxxxx37 pxxxx05 rel 6 pxxxx75 rel 10 pxxxx74 rel 10 pxxxx67 rel 6 pxxxx69 rel 10 pxxxx70 rel 9 pxxxx78 rel 4 pxxxx90 rel 12 pxxxx92 rel 10 pxxxx93 rel 12 pxxxx95 rel 11 pxxxx99 rel 11 pxxxx97 rel 10 pxxxx98 rel 6 pxxxx02 rel 11 pxxxx03 rel 6 pxxxx29 rel 3 pxxxx81 rel 3 pxxxx82 rel 2 pxxxx51 rel 3 pxxxx37 rel 1 pxxxx82 rel 5 pxxxx85 rel 9 pxxxx86 rel 8 pxxxx00 rel 10 pxxxx01 rel 11 pxxxx02 rel 8 pxxxx74 rel 6 pxxxx34 rel 5 pxxxx85 rel 5 pxxxx15 rel 6 pxxxx51 rel 4 pxxxx82 rel 5 pxxxx42 rel 3 pxxxx37 rel 6 pxxxx81 rel 2 pxxxx29 rel 2 pxxxx29 rel 2 pxxxx27 rel 11 pxxxx27 rel 11 pxxxx70 rel 1 pxxxx70 rel 1 pxxxx81 rel 8 pxxxx10 rel 10 pxxxx34 rel 5 pxxxx60 rel 8 pxxxx35 rel 6 pxxxx35 rel 6 pxxxx21 rel 7 pxxxx21 rel 7 pxxxx66 rel 9 pnxxxx6 rel 7 pxxxx83 rel 4 pxxxx40 rel 2 pxxxx29 rel 4 pxxxx51 rel 4 pxxxx36 rel 3 pxxxx52 rel 3 pxxxx94 rel 3 pxxxx94 rel 4 pxxxx87 rel 7 pxxxx87 rel 7 pxxxx56 rel 8 pxxxx43 rel 6 pxxxx49 rel 7 pxxxx28 rel 4 pxxxx35 rel 7 pxxxx44 rel 9 pxxxx46 rel 9 pxxxx45 rel 8 pxxxx54 rel 10 pxxxx56 rel 1 pxxxx55 rel 2 pxxxx96 rel 7 pxxxx97 rel 11 pxxxx37 rel 2 pxxxx80 rel 7 pxxxx86 rel 5 pxxxx28 rel 5 pxxxx41 rel 5 pxxxx41 rel 5 pxxxx43 rel 4 pxxxx47 rel 5 pxxxx47 rel 5 pxxxx52 rel 3 pxxxx25 rel 13 pxxxx25 rel 14 pxxxx26 rel 15 pxxxx26 rel 15 pxxxx01 rel 2 pxxxx34 rel 2 pxxxx34 rel 2 pxxxx26 rel 16 pxxxx40 rel 3 pxxxx97 rel 4 pxxxx36 rel 6 pxxxx77 rel 6 pxxxx23 rel 2 pxxxx45 rel 7 pxxxx45 rel 7 pxxxx94 pxxxx93 pxxxx01 rel 3 pxxxx21 rel 7 pxxxx21 rel 7 pxxxx15 rel 6 pxxxx16 rel 6 pxxxx18 rel 5 pxxxx35 rel 1 pxxxx31 rel 1 pxxxx14 rel 2 pxxxx59 rel 3 pxxxx35 rel 3 pxxxx35 rel 4 pxxxx36 rel 3 pxxxx36 rel 4 pxxxx51 rel 2 pxxxx63 rel 2 pxxxx69 rel 1 pxxxx66 rel 2 pxxxx66 rel 2 pxxxx66 rel 2 pxxxx50 rel 1 pxxxx50 rel 2 pxxxx50 rel 3 pxxxx59 rel 1 pxxxx25 rel 1 pxxxx35 rel 1 pxxxx71 rel 2 pxxxx71 rel 3 pxxxx71 rel 3 pxxxx33 rel 2part of motorcycle & snowmobilepart of motorcycle & snowmobilepart of motorcycle & snowmobile",871410,876
"engine,suspension,transmission & light tuning parts hs code:xxxx",871410,877
"motorcycle parts motorcycle parts (front fork assy l/r) 4plt = 4paper pallet(4ctn) @shakopee, mn xxxx9,us attn. mr. andrea jain tel +1-651-408-xxxx hs code xxxx",871410,878
motorcycles spare parts hs:xxxx10 xxxx90,871410,879
"8 wooden boxes of forging part of axle support rh item no : fg-xxxx8-xxxx(hts : xxxx.xxxx) 2,000 pcs forging part of axle support lh item no : fg-xxxx8-xxxx(hts : xxxx.xxxx) 2,000 pcs forging part of end shaft item no : es-xxxx8-3(hts : xxxx.xxxx) 1,120 pcs forging part of pivot item no : fg-xxxx8-6(hts : xxxx.xxxx) 1,190 pcs invoice no:wmxxxx30-01 h.s. code: xxxx10",871410,880
parts and accessories of vehicles of headings xxxx to xxxx: other hs code:xxxxxxxx50,871410,881
700 cartons into 32 pallets with motorbike accesories hts code: xxxx house/house freight collect,871410,882
"parts and acc. of motorcycles hs code : xxxx switches hs code: xxxx parts of piston engines for vehicle hs code: xxxx gaskets,washers and seals of rubber hs code: xxxx",871410,883
motorcycle parts accessories motorcycle nerf barsmotorcycle comp series aluminum front bumper motorcycle comp series aluminum grab bar motorcycle full chassis skid plate motorcycle rear chain guide motorcycle billeraluminum case saver motorcycle clutch kitmotorcycle brake shoemotorcycle brake pad motorcycle toolsmotorcycle front sprocket motorcycle rear steel sprocket motorcycle topend gasket kit motorcycle clutch cover gasketmotorcycle water pump repair kiths codexxxx10on board dated,871410,884
"motorcycle spare parts(blub), hs codexxxx",871410,885
brakes systems automotive spare parts on 13 plastic pallets . dthc prepaid to detroit ramp . hs-code xxxxxxxx banqbcnxxxx071,871410,886
motor parts hs code:xxxx 116 ctns(5 plts ) ams#pslapxxxxxxxxstp,871410,887
parts for motorcycle parts for motorcycle 1plt =10ctns . @@h.s.code xxxx the same the same,871410,888
